poem_id,poem_text,caption,date_time
P0949,"வான் மறைத்த கார்மேகம்
நான் நனைய மழை இடுதே
நீ அருகில் வரும் நேரம்
தான் மறைந்து வழி இடுதே...",கற்பனையோ காதல் வசம் 144 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-02-28T23:40:32
P0950,"கனவில் துணையாக நீ வரவே
கண்கள் இளைப்பாற ஆணையிட்டேன்
பகலோ எனை சேர்ந்து எழுப்பிடவே
பகைப்போர் அதனோடு தொடுத்துவிட்டேன்",கற்பனையோ காதல் வசம் 145 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-01T23:51:21
P0951,"இருள் தேடும் இமைகளே
இரவாடும் இலைகளே
இவள் பார்வை என்னை சேர புது
இன்னிசை தருவாயோ...",கற்பனையோ காதல் வசம் 146 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-02T23:46:08
P0952,"பிறை நிலவாய் 
நீ இருந்திடுவாய்
நான் திரும்பிடவே
நீ மறைந்திடுவாய்...",கற்பனையோ காதல் வசம் 147 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-03T23:34:11
P0953,"இன்றை போல் எனை வென்றிடுவாய்
இன்பங்கள் கொண்டு கொன்றிடுவாய்
இன்னல்கள் யாவும் இடை வரவே
இறைவியாய் நெஞ்சில் நின்றிடுவாய்...",கற்பனையோ காதல் வசம் 148 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-04T23:31:38
P0954,"நெஞ்சம் கண்ட காவியமே - உனை
கண்கள் காண ஏங்கியதே
செவியில் இசையை செலுத்திடவே - நீ
செல்லும் திசையை தேடியதே...",கற்பனையோ காதல் வசம் 149 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-05T23:41:14
P0955,"காதல் கூட்டில் காலம் சேர்த்து
காயம் ஆற கதைப்போமே
நேற்றில் கொஞ்சம் நாளை கோர்த்து
நெஞ்சம் மாற நிலைப்போமே...",கற்பனையோ காதல் வசம் 150 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-06T22:42:08
P0956,"நின் அருகே நான் இருக்க
நித்திரையை காணவில்லை
சொற்றொடர்கள் தீர்ந்த பின்னும்
சொப்பனத்தில் மூழ்கவில்லை...",கற்பனையோ காதல் வசம் 151 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-07T23:50:35
P0957,"எல்லைகளை கடந்து
என்னருகே நீ வரவே
அற்புதங்கள் கண்டேனே
அல்லாடும் நெஞ்சிடத்தே...",கற்பனையோ காதல் வசம் 152 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-08T23:25:06
P0958,"கருவிழியில் நுழைந்திடவா
ஒரு கவிதை வரைந்திடவா
காலம் யாவும் தாண்டும் வண்ணம்
காதல் கொஞ்சம் நிறைத்திடவா...",கற்பனையோ காதல் வசம் 153 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-09T23:13:26
P0959,"நாள் முடியும் வேளையிலே
நான் மட்டும் தனி மரமாய்
அதிகாலை குயில் தேடி
அசையாமல் நின்றிருந்தேன்",கற்பனையோ காதல் வசம் 154 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-10T23:29:07
P0960,"விலகிச் செல்லாதே
விடியல் எனக்கில்லையோ
இருளில் கொல்லாதே
இடிகள் கணக்கில்லையோ...",கற்பனையோ காதல் வசம் 155 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-11T23:29:32
P0961,"இத்தனை நாட்கள் எங்கிருந்தாயோ
இன்னல் என்மேல் ஆர்பரிக்க
முத்தங்கள் கொஞ்சம் இறைத்திடுவாயோ
முற்றும் மறந்து நான் இருக்க",கற்பனையோ காதல் வசம் 156 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-12T23:26:03
P0962,"ஊர் சூழ்ந்து நான் இருக்க
ஓரத்திலே நீ இருக்க
இருள் சூழ்ந்த நொடிகளிலே
இருவருமே ஓர் இடத்தில்...",கற்பனையோ காதல் வசம் 157 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-13T21:55:35
P0963,"நீயே என் நீர்த்துளியே
என் நெஞ்சில் நிறைந்த தேன் மழையே
நீயே என் ஆணையமே
என் காதல் கவிகளின் ஆலயமே...",கற்பனையோ காதல் வசம் 158 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-14T23:55:02
P0964,"இரைச்சல் மிகுந்த இதயத்திலே
இதமாய் உறங்கும் மழலை இவள்
இவளின் உறக்கம் தொடர்ந்திடவே
மிதமாய் வருடும் மறவன் இவன்...",கற்பனையோ காதல் வசம் 159 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-15T22:17:02
P0965,"வேனில் கொண்டாடும் மழையாய் நீ
வேண்டும் என்றேனே வருவாயோ
நேரில் இல்லாமல் போனால் என்ன
நேரம் கொஞ்சம் தருவாயோ",கற்பனையோ காதல் வசம் 160 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-16T22:59:46
P0966,"கார் மேகம் காணவில்லை
கார் காலம் ஏதும் இல்லை
வான் மட்டும்
ஆனால் தூறல் தீரவில்லை",கற்பனையோ காதல் வசம் 161 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-17T23:36:01
P0967,"கண் மூடும் நொடிகளிலும் - நான்
உன்னோடு கதைத்திட வேண்டும்
கல் நெஞ்சும் கரையும் படி - சிறு
கண்ணீரை விதைத்திட வேண்டும்",கற்பனையோ காதல் வசம் 162 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-18T23:43:44
P0968,"கரைத் தொடும் கனவுகள்
கலைவது நியாயமோ
கரம் தர மறுத்தப் பின்
கடமைகள் தீருமோ",கற்பனையோ காதல் வசம் 163 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-19T23:35:07
P0969,"மறந்து போகும் கனவுகளில்
மங்கை மட்டும் நினைவிருக்க
கடந்து வந்த பாதை தேடி
காதல் பயணம் செல்கின்றேன்...",கற்பனையோ காதல் வசம் 164 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-20T23:44:23
P0970,"எத்தனை நாள் எண்ணம் இது
அர்தமின்றி ஆர்பரிக்க
அத்தனையும் ஆற்றிவிட்டாள்
ஆசை ஏற்க ஆணையிட்டாள்...",கற்பனையோ காதல் வசம் 165 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-21T23:54:57
P0971,"தென்றல் என்னை தீண்டும் நேரம்
தேன் மழையை தேடினேன்
கண்கள் உன்னை காணும் வேளை
காதல் பரிசை நாடினேன்",கற்பனையோ காதல் வசம் 166 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-22T23:22:50
P0972,"திகட்டும் வரையில் திரையிடுவோம் - நம்
தீராக் காதல் நினைவுகளை
மினுக்கும் வண்ணம் பொழிந்திடுவோம் - நம்
மீதே காதல் நிறையும் வரை...",கற்பனையோ காதல் வசம் 167 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-23T23:20:29
P0973,"ஒரு ஆயுள் போதாதே
உன்னோடு நான் வாழ
ஒரு போதும் மாறாதே
என் ஆசை நீயாக...",கற்பனையோ காதல் வசம் 168 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-24T23:43:44
P0974,"விடை அறிய வேண்டுமே - உன்
விழி அறிய வேண்டுமே - நான்
விதி மறந்து போகும் நேரம்
விடுமுறையும் வேண்டுமே...",கற்பனையோ காதல் வசம் 169 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-25T23:46:22
P0975,"காதல் தேடும் காடுகளே
காற்றில் என்னக் கண்டாயோ
தென்றல் என்னை தீண்டும் நேரம்
சிறையில் அடைத்துக் கொண்டாயோ...",கற்பனையோ காதல் வசம் 170 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-26T22:42:56
P0976,"கதை ஒன்று கூறிடவா
கவி ஒன்றும் சேர்த்திடவா
கண நேரம் நீ ரசிக்க
காவியங்கள் படைத்திடவா...",கற்பனையோ காதல் வசம் 171 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-27T23:46:04
P0977,"காலம் இன்னும் காத்திருக்க
கால்கள் துவண்டு போனதே
காதல் ஒன்றை பார்த்திருக்க
காயம் மீண்டும் ஆருதே...",கற்பனையோ காதல் வசம் 172 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-28T23:25:38
P0978,"உரைவிடமாய் நீ இருக்க
உன்னுடனே என் வாழ்க்கை
உரிமையிலே நான் கதைக்க
உன் மொழியே வாத உண்மை...",கற்பனையோ காதல் வசம் 173 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-29T23:51:19
P0979,"உரைவிடமாய் நீ இருக்க
உன்னுடனே என் வாழ்க்கை
உரிமையிலே நான் கதைக்க
உன் மொழியே வாத உண்மை...",கற்பனையோ காதல் வசம் 173 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-29T23:51:19
P0980,"உன்னுடனே வாழும் வாழ்க்கை
உயிர் என நான் எண்ணுவேன்
உறைவிடமாய் நான் உன்னை சேர
உருவமின்றி மின்னுவேன்",கற்பனையோ காதல் வசம் 174 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-31T00:01:32
P0981,"தித்திப்பைத் திருடிவியாய்
திசையெங்கும் நிறைந்துவிட்டாய்
முப்பொழுதும் உனை நினைக்க
கட்டளைகள் விதித்து விட்டாய்...",கற்பனையோ காதல் வசம் 175 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-03-31T22:50:14
P0982,"ஏதேதோ நான் செய்ய
எங்கும்மில்லை உற்சாகம்
என்னோடு நீ தங்க
என்றுமில்லை ஏமாற்றம்...",கற்பனையோ காதல் வசம் 176 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-01T23:23:02
P0983,"உறவாட நீ இன்று
இரவாட மனம் இல்லை
உறங்காத விழியோடு
கனவாடும் வரம் இல்லை...",கற்பனையோ காதல் வசம் 177 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-02T23:45:21
P0984,"அதிகாலை பொழிந்திட்ட மழையாய் - நீ
அகம் எங்கும் குளிர் சேர்க்க உறைந்தேனே
அவை தந்த பின் உந்தன் அன்பாலே - நித்தம்
அடி நெஞ்சில் அனல் ஊட்ட நிறைந்தேனே",கற்பனையோ காதல் வசம் 178 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-03T23:04:25
P0985,"நின் அருகே நான் இருக்க
நித்திரையும் நெருங்கவில்லை
நின்றுபோன காலம் இங்கு
நிதர்சனமும் கோரவில்லை...",கற்பனையோ காதல் வசம் 179 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-04T23:38:38
P0986,"கண்ணில் கொண்ட ஈரம் என்னை
காதல் சொல்ல தூண்டியதே
கன்னம் கிள்ளி நெஞ்சம் அள்ளி
காதில் மெல்ல வேண்டியதே...",கற்பனையோ காதல் வசம் 180 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-05T22:55:19
P0987,"நிகரில்லா நிதர்சனமே - உனை
நீங்கும் நேரம் வெறுத்திடுவேன்
நின் நினைவை போற்றவில்லை எனில்
நீல வானில் போர் தொடுப்பேன்...",கற்பனையோ காதல் வசம் 181 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-06T23:57:45
P0988,"ஆண்டுகள் கடந்தாலும்
ஆருயிர் நீதானே
மாண்டு தான் போனாலும்
மாறுதல் நிகழாதே

கோப்புகள் பல கொண்டு
கொள்கைகள் தினம் மாற்றி
கோபுரம் அடைந்தாலும்
கொற்றவை நீதானே

காரிருள் உலகத்தில்
காற்று அது மறைந்தாலும்
காலமே தினம் நாடும் 
காதலே நீதானே",கற்பனையோ காதல் வசம் 182 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-07T23:32:50
P0989,"காலம் என்னை தேடவில்லை
மண்ணில் புதைய போகிறேன்
காதல் கொஞ்சம் ஊற்றி வர
மரமாய் விளைய போகிறேன்",கற்பனையோ காதல் வசம் 183 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-08T23:37:31
P0990,"என் ஆசை நீ ஆக
உன் ஆசை நான் அல்ல
எவ்வாசை இருந்தாலும்
நீயாக நீ அல்ல...",கற்பனையோ காதல் வசம் 184 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-09T22:54:24
P0991,"முயல்வதும் இங்கே
முறையெனத் தானே
முதுமையில் என்ன
முரண் இடுமோ...",கற்பனையோ காதல் வசம் 185 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-10T23:55:53
P0992,"கற்பனையை கலைத்து பார்
கண்ணெதிரே நான்
கை விலங்கை அவிழ்த்து வா
காதலிடலாம்...",கற்பனையோ காதல் வசம் 186 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-11T23:49:46
P0993,"நாட்கள் கடந்திடுதே
நாணம் மறைந்திடுதே
தனிமை எனும் ஒன்றும்
தள்ளிப் போகிறதே...",கற்பனையோ காதல் வசம் 187 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-12T23:54:24
P0994,"பட்டாம்பூச்சி படபடக்க
பார்த்தேன் உன்னை நானே
பாரில் யாவும் மினுமினுக்க
பாவம் கழிந்தேனே...",கற்பனையோ காதல் வசம் 188 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-13T23:47:22
P0995,"இடைவெளி அற்ற இருதயமே
இளவெயில் கேட்டிடும் இசைமழையே
இதுவரை வாழ்ந்த கதைகளெல்லாம்
இமைகளில் சேர்த்திட வழிஅருளேன்",கற்பனையோ காதல் வசம் 189 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-14T23:16:30
P0996,"காவியம் ஒன்றைக் காட்டிடவா
காதலைக் கொஞ்சம் நீட்டிடவா
மாயங்கள் சற்று சேர்த்தே உன்னை
மாற்றத்தில் இருந்து மீட்டிடவா...",கற்பனையோ காதல் வசம் 190 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-15T23:51:18
P0997,"காலை எழுந்து காதல் பகிர்ந்து
நாட்கள் ரசிக்கும் வாழ்க்கை வேண்டும்
மாலை மறந்து மாற்றம் துறந்து
நித்தம் நெருங்கும் நேரம் வேண்டும்...",கற்பனையோ காதல் வசம் 191 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-16T23:53:02
P0998,"மஞ்சள் வானில் மழையை சேர்த்து
கொஞ்சும் குயிலின் இசையை கோர்த்து
நெஞ்சம் எனக்கே தந்த கவியில் - நான்
தஞ்சம் பெறுவேன் கோடி ஆண்டு...",கற்பனையோ காதல் வசம் 192 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-17T22:40:35
P0999,"காகிதங்கள் கணத்து போக
காதல் கொஞ்சம் எஞ்சுதே
காற்றில் நித்தம் பறக்க வேண்டி
குறைத்துக்கொள்ள கெஞ்சுதே",கற்பனையோ காதல் வசம் 193 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-18T23:40:02
P1000,"கொஞ்சும் மொழியில்
கொஞ்சம் பேசி
நெஞ்சம் அள்ள
வஞ்சி வந்தாள்...",கற்பனையோ காதல் வசம் 194 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-19T23:44:34
P1001,"கண்கள் திறந்து கனவிட வா
கையில் கொஞ்சம் உயிர் இடவா
நெஞ்சம் ஏங்கும் வாழ்க்கையினை
நித்தம் உனக்கே அளித்திடவா",கற்பனையோ காதல் வசம் 195 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-20T22:29:46
P1002,"உண்மை என்றும் ஒன்று இல்லை
தவறு என்ற ஒன்றில்லை
நன்மை தீமை இவ்விரண்டும்
நாளும் மாறும் பொய் இல்லை...",கற்பனையோ காதல் வசம் 196 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-21T23:41:39
P1003,"விடைபெறும் நேரம் தான்
விளம்பரங்கள் தீரவில்லை
விடிந்திடும் காலையிலும்
விளைவுகள் போதவில்லை...",கற்பனையோ காதல் வசம் 197 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-22T23:52:39
P1004,"நீங்கா கனவுகள்
நின் கரம் கோர்த்திட
நித்தம் என்னிடம்
நிதர்சனம் ஆகுதே...",கற்பனையோ காதல் வசம் 198 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-23T23:45:07
P1005,"கண்ணீரில் கவி இயற்ற
காரணங்கள் தேவையில்லை
காலம் யாவும் கடந்து செல்லும்
கல் நெஞ்சம் போதுமே...",கற்பனையோ காதல் வசம் 199 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-24T23:52:21
P1006,"மழை எங்கே நீ
மறைந்துக் கொண்டாயோ
மறு வாழ்வை சற்று
மறைத்துக் கொண்டாயோ
புவி இங்கே தினம்
புகையில் வாழ்ந்திடவே
புதிதாக ஒரு
புரிதல் ஏற்பாயோ...",கற்பனையோ காதல் வசம் 200 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-25T23:53:44
P1007,"கனவுகளை விற்கின்றேன்
காத்திருந்து வாங்கிடுவாயோ
கவிதை கொஞ்சம் சேர்க்கிறேன்
காதல் விலையை கொடுத்திடுவாயோ...",கற்பனையோ காதல் வசம் 201 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-26T23:46:14
P1008,"காதல் கொள்ளேன் கண்மணியே
காலம் வெல்லத்தான்
ஞாலம் இங்கே நாளும் சொல்லும்
நம்மை எண்ணித்தான்...",கற்பனையோ காதல் வசம் 202 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-27T23:44:05
P1009,"உன்னில் மட்டும் கண்டேனே
உரிமை ஈர்க்கும் உயிர் அதனை
கண்ணில் நித்தம் கொண்டேனே
கனவை மீட்கும் காதலினை...",கற்பனையோ காதல் வசம் 203 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-28T22:59:23
P1010,"நினைத்திடும் நேரம் நெருங்கிடுவாய்
நிதர்சனம் என்னுள் நிறைத்திடுவாய்
நிமிடமும் பிரியா நிபந்தனையை
நின் சிறு பார்வையில் விதைத்திடுவாய்...",கற்பனையோ காதல் வசம் 204 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-29T23:30:25
P1011,"அன்பு என்னைச் சேருமோ
அமைதி சற்று மாறுமோ
அரவணைப்பில் அடங்கி விட
அகிலம் எனதாகுமோ...",கற்பனையோ காதல் வசம் 205 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-04-30T22:07:09
P1012,"எப்போதும் போல் என்னை
எதிர்பார்க்கச் செய்யாதே
எல்லாமும் மறுத்து என்னை
ஏமாற வைக்காதே...",கற்பனையோ காதல் வசம் 206 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-05-01T23:39:23
P1013,"வண்ணத் திரளே
வஞ்சம் தவிரேன்
எண்ணம் நிறைய
கொஞ்சம் மகிழேன்",கற்பனையோ காதல் வசம் 207 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-05-02T22:42:36
P1014,"தென்றல் காற்றில் தேகம் மோதி
என்னுள் கொஞ்சம் ஏக்கம் தூவ
நெஞ்சம் உன்னை நேரில் காண
கண்ணில் நித்தம் காதல் தருதே...",கற்பனையோ காதல் வசம் 208 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-05-03T23:39:45
P1015,"சிறகே நீ சிரித்திடம்மா
சிறு அமைதியை நெஞ்சில் விதைத்திடம்மா
சில நாள் எனை வெறுத்திடம்மா
பின் அன்பினால் என்னை கெடுத்திடம்மா...",கற்பனையோ காதல் வசம் 209 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-05-04T22:23:20
P1016,"திசையெல்லாம் உன்னை தேடி
திகட்டாத இன்பம் பெற்றேன்
விளையாட உள்ளம் தேடி
வினையாக உன்னில் நின்றேன்",கற்பனையோ காதல் வசம் 210 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-05-05T23:32:23
P1017,"நிலவே உனக்கு ஏன் இந்தக் கோபம்
நிமிடம் நில்லா நித்திய தாகம்
உடனே காற்றும் என் மனம் உரச
உலகம் அழிக்கும் ஊழ்வினை மோகம்...",கற்பனையோ காதல் வசம் 211 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-05-06T23:47:59
P1018,"தொடங்கிய காதல் முடிவதில்லை
தொடர்ந்திட நாட்கள் புதிதுமில்லை
மரங்களிலே புது மலர் வரவே என்
மனது அதின் நிறங்கள் மறைவதில்லை...",கற்பனையோ காதல் வசம் 212 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-05-07T23:50:18
P1019,"கார்மேகம் கவி பாட
கால் கொஞ்சம் அசைந்தாட
மழை கண்ட மஞ்ஞையைப் போல்
உனை கண்டு நான் நனைவேன்",கற்பனையோ காதல் வசம் 213 #php #peachhouseperson #arivalan #கற்பனையோகாதல்வசம் #karpanaiyokadhalvasam #காதல் #kadhalthinamthinam #இரவுக்கவிதை,2025-05-08T23:46:55
